索引,股票名称,股票代码,当前价格,涨幅,涨跌额度,成交量（手）,成交额,振幅
5100,均普智能,688306,9.77,-3.55%,-0.36,12.72万,1.25亿,3.06%
5101,ST金鸿,000669,1.88,-3.59%,-0.07,5.28万,1006.91万,3.59%
5102,比亚迪,002594,357.51,-3.59%,-13.32,10.87万,39.10亿,2.69%
5103,普邦股份,002663,1.61,-3.59%,-0.06,14.86万,2412.04万,4.19%
5104,红蜻蜓,603116,5.09,-3.60%,-0.19,8.79万,4477.84万,4.55%
5105,科蓝软件,300663,14.97,-3.61%,-0.56,10.89万,1.65亿,4.64%
5106,ST先锋,300163,2.67,-3.61%,-0.1,6.63万,1774.29万,5.78%
5107,东方国信,300166,9.6,-3.61%,-0.36,28.74万,2.75亿,2.51%
5108,侨银股份,002973,10.12,-3.62%,-0.38,2.72万,2775.32万,4.10%
5109,圣龙股份,603178,18.1,-3.62%,-0.68,8.44万,1.55亿,3.67%
5110,天健集团,000090,3.72,-3.63%,-0.14,16.49万,6226.61万,3.37%
5111,拓新药业,301089,25.23,-3.63%,-0.95,2.14万,5407.01万,4.09%
5112,申达股份,600626,3.45,-3.63%,-0.13,8.37万,2920.07万,4.75%
5113,博迈科,603727,12.45,-3.64%,-0.47,2.47万,3082.91万,3.17%
5114,恒林股份,603661,25.94,-3.64%,-0.98,7493,1943.71万,2.90%
5115,韵达股份,002120,6.88,-3.64%,-0.26,26.99万,1.85亿,3.36%
5116,华仁药业,300110,2.91,-3.64%,-0.11,16.27万,4775.93万,3.97%
5117,迎丰股份,605055,5.29,-3.64%,-0.2,2.26万,1210.04万,5.28%
5118,南模生物,688265,24.06,-3.64%,-0.91,5409,1314.42万,3.96%
5119,深城交,301091,32.99,-3.65%,-1.25,4.18万,1.38亿,2.39%
5120,三维股份,831834,10.55,-3.65%,-0.4,1.82万,1908.37万,4.93%
5121,迎丰股份,605055,5.29,-3.64%,-0.2,2.26万,1210.04万,5.28%
5122,南模生物,688265,24.06,-3.64%,-0.91,5409,1314.42万,3.96%
5123,深城交,301091,32.99,-3.65%,-1.25,4.19万,1.38亿,2.39%
5124,三维股份,831834,10.55,-3.65%,-0.4,1.82万,1908.37万,4.93%
5125,中电电机,603988,19.99,-3.66%,-0.76,2.06万,4167.56万,3.86%
5126,凯大催化,830974,7.62,-3.67%,-0.29,2.67万,2034.11万,5.31%
5127,汉马科技,600375,5.78,-3.67%,-0.22,9.43万,5491.29万,3.17%
5128,中信尼雅,600084,5.25,-3.67%,-0.2,2.40万,1277.57万,4.04%
5129,珠江钢琴,002678,4.2,-3.67%,-0.16,6.21万,2648.62万,5.50%
5130,ST中嘉,000889,2.62,-3.68%,-0.1,14.78万,3918.30万,4.04%
5131,三雄极光,300625,10.73,-3.68%,-0.41,1.32万,1421.31万,4.13%
5132,快意电梯,002774,7.83,-3.69%,-0.3,3.33万,2632.33万,3.20%
5133,圣阳股份,002580,11.48,-3.69%,-0.44,26.00万,3.00亿,3.52%
5134,祥龙电业,600769,9.9,-3.70%,-0.38,5.24万,5268.31万,4.28%
5135,会稽山,601579,14.06,-3.70%,-0.54,17.54万,2.49亿,6.85%
5136,新威凌,871634,25.51,-3.70%,-0.98,1.16万,2952.92万,4.87%
5137,祥源新材,300980,20.3,-3.70%,-0.78,2.69万,5542.67万,4.13%
5138,万德股份,836419,11.96,-3.70%,-0.46,6438,774.96万,5.15%
5139,ST中青宝,300052,8.32,-3.70%,-0.32,9.05万,7591.95万,3.47%
5140,航天智造,300446,16.86,-3.71%,-0.65,12.57万,2.12亿,3.77%
5141,华纺股份,600448,2.59,-3.72%,-0.1,13.14万,3444.95万,4.46%
5142,永杰新材,603271,36.43,-3.73%,-1.41,2.83万,1.04亿,4.44%
5143,海航科技,600751,2.84,-3.73%,-0.11,27.30万,7807.09万,4.07%
5144,广汽集团,601238,7.74,-3.73%,-0.3,14.41万,1.12亿,2.36%
5145,新元科技,300472,3.87,-3.73%,-0.15,8.90万,3463.69万,5.72%
5146,恒天海龙,000677,4.38,-3.74%,-0.17,25.19万,1.10亿,3.52%
5147,祥源新材,300980,20.29,-3.75%,-0.79,2.69万,5554.64万,4.17%
5148,上海临港,600848,9.48,-3.76%,-0.37,8.63万,8255.82万,3.96%
5149,通业科技,300960,25.35,-3.76%,-0.99,1.65万,4227.24万,4.21%
5150,美好医疗,301363,23.55,-3.76%,-0.92,3.24万,7691.18万,3.64%
5151,一汽富维,600742,9.19,-3.77%,-0.36,7.37万,6833.20万,3.66%
5152,拱东医疗,605369,24.25,-3.77%,-0.95,9669,2346.73万,3.97%
5153,家家悦,603708,10.97,-3.77%,-0.43,6.34万,7015.90万,4.56%
5154,国华网安,000004,8.41,-3.78%,-0.33,3.99万,3344.19万,4.81%
5155,鹿得医疗,832278,9.42,-3.78%,-0.37,1.77万,1678.52万,4.90%
5156,精工科技,002006,15.52,-3.78%,-0.61,8.73万,1.36亿,4.22%
5157,深水海纳,300961,13.48,-3.78%,-0.53,6.97万,9495.09万,4.14%
5158,三羊马,001317,36.08,-3.79%,-1.42,1.32万,4837.47万,3.87%
5159,三六五网,300295,14.73,-3.79%,-0.58,6.71万,9831.74万,4.38%
5160,春光智能,838810,14.72,-3.79%,-0.58,1.29万,1901.89万,5.88%
5161,春光智能,838810,14.72,-3.79%,-0.58,1.29万,1901.89万,5.88%
5162,新易盛,300502,91.55,-3.79%,-3.61,28.41万,26.46亿,4.79%
5163,燕塘乳业,002732,16.21,-3.80%,-0.64,3.52万,5764.13万,3.86%
5164,珠海中富,000659,3.29,-3.80%,-0.13,20.18万,6710.52万,5.26%
5165,第一创业,002797,6.83,-3.80%,-0.27,62.90万,4.31亿,2.54%
5166,登康口腔,001328,43.74,-3.80%,-1.73,1.01万,4484.25万,3.65%
5167,益客食品,301116,10.84,-3.82%,-0.43,5.73万,6248.40万,4.35%
5168,国检集团,603060,6.3,-3.82%,-0.25,9.49万,6036.65万,3.97%
5169,汇鸿集团,600981,2.52,-3.82%,-0.1,21.29万,5440.67万,4.96%
5170,中科美菱,835892,18.32,-3.83%,-0.73,1.65万,3030.76万,6.30%
5171,梅雁吉祥,600868,3.01,-3.83%,-0.12,67.87万,2.05亿,4.79%
5172,大有能源,600403,3.26,-3.83%,-0.13,11.20万,3671.70万,4.42%
5173,世嘉科技,002796,10.53,-3.84%,-0.42,7.12万,7493.55万,4.11%
5174,财通证券,601108,7.26,-3.84%,-0.29,50.64万,3.69亿,1.85%
5175,*ST阳光,000608,1.5,-3.85%,-0.06,30.40万,4526.51万,2.56%
5176,润普食品,836422,13.72,-3.85%,-0.55,1.86万,2561.50万,5.12%
5177,春立医疗,688236,14.2,-3.86%,-0.57,3.46万,4999.75万,6.16%
5178,汉威科技,300007,38.6,-3.86%,-1.55,20.09万,7.80亿,5.55%
5179,美丽生态,000010,2.49,-3.86%,-0.1,11.85万,2975.58万,4.63%
5180,好当家,600467,2.24,-3.86%,-0.09,44.31万,9998.41万,4.29%
5181,好当家,600467,2.24,-3.86%,-0.09,44.31万,9998.41万,4.29%
5182,万通发展,600246,5.22,-3.87%,-0.21,24.97万,1.31亿,4.60%
5183,九鼎投资,600053,13.42,-3.87%,-0.54,11.20万,1.52亿,4.15%
5184,仲景食品,300908,28.82,-3.87%,-1.16,1.79万,5231.02万,3.87%
5185,罗 牛 山,000735,5.95,-3.88%,-0.24,23.83万,1.42亿,2.91%
5186,西陇科学,002584,10.15,-3.88%,-0.41,68.45万,6.89亿,8.90%
5187,汉威科技,300007,38.59,-3.89%,-1.56,20.09万,7.80亿,5.55%
5188,国风新材,000859,6.17,-3.89%,-0.25,43.56万,2.69亿,5.76%
5189,新朋股份,002328,5.18,-3.90%,-0.21,9.84万,5144.51万,4.27%
5190,赫美集团,002356,2.71,-3.90%,-0.11,8.45万,2318.96万,3.55%
5191,尚太科技,001301,51.22,-3.90%,-2.08,2.43万,1.26亿,5.63%
5192,农 产 品,000061,6.4,-3.90%,-0.26,10.24万,6656.50万,4.35%
5193,立昂技术,300603,10.09,-3.90%,-0.41,13.23万,1.34亿,3.81%
5194,英特集团,000411,10.31,-3.91%,-0.42,4.72万,4912.89万,3.73%
5195,中华企业,600675,2.7,-3.91%,-0.11,16.29万,4460.09万,4.98%
5196,华旺科技,605377,11.53,-3.92%,-0.47,1.58万,1841.26万,3.67%
5197,上海谊众,688091,42.18,-3.92%,-1.72,1.57万,6709.04万,5.15%
5198,华立股份,603038,13.21,-3.93%,-0.54,4.11万,5486.85万,4.58%
5199,索菱股份,002766,5.13,-3.93%,-0.21,10.97万,5668.93万,3.56%
5200,云南旅游,002059,5.13,-3.93%,-0.21,17.14万,8802.68万,3.37%
5201,ST沪科,600608,2.91,-3.96%,-0.12,1.16万,337.81万,4.95%
5202,上海凤凰,600679,12.35,-3.97%,-0.51,10.12万,1.26亿,3.89%
5203,回盛生物,300871,20.99,-3.98%,-0.87,8.73万,1.85亿,4.12%
5204,飞凯材料,300398,17.85,-3.98%,-0.74,26.53万,4.78亿,3.77%
5205,天利科技,300399,20.5,-3.98%,-0.85,8.99万,1.86亿,3.14%
5206,*ST海华,600243,2.17,-3.98%,-0.09,23.17万,5128.54万,4.87%
5207,东方创业,600278,7.22,-3.99%,-0.3,27.89万,2.06亿,5.19%
5208,劲仔食品,003000,12.99,-3.99%,-0.54,10.45万,1.37亿,4.14%
5209,桂林旅游,000978,6.01,-3.99%,-0.25,14.52万,8799.38万,4.31%
5210,C江顺科,001400,58.34,-4.00%,-2.43,2.60万,1.53亿,2.96%
5211,丰光精密,430510,20.16,-4.00%,-0.84,1.72万,3490.39万,5.19%
5212,京能置业,600791,4.06,-4.02%,-0.17,6.55万,2676.31万,4.49%
5213,聚星科技,920111,27.19,-4.02%,-1.14,1.37万,3746.22万,4.69%
5214,争光股份,301092,25.75,-4.03%,-1.08,3.16万,8228.64万,6.45%
5215,泰林生物,300813,16.66,-4.03%,-0.7,1.93万,3228.12万,4.95%
5216,可靠股份,301009,11.39,-4.04%,-0.48,6.39万,7318.98万,4.80%
5217,善水科技,301190,20.16,-4.05%,-0.85,3.55万,7183.74万,4.81%
5218,北辰实业,601588,1.66,-4.05%,-0.07,21.67万,3631.33万,4.05%
5219,上海建科,603153,16.59,-4.05%,-0.7,2.80万,4706.51万,4.63%
5220,如意集团,002193,4.74,-4.05%,-0.2,6.01万,2877.57万,4.86%
5221,博杰股份,002975,27.92,-4.05%,-1.18,2.87万,7977.83万,3.71%
5222,格灵深瞳,688207,12.53,-4.06%,-0.53,6.65万,8215.20万,4.52%
5223,德明利,001309,122.9,-4.06%,-5.2,4.05万,4.99亿,5.04%
5224,通源石油,300164,3.78,-4.06%,-0.16,28.43万,1.08亿,4.06%
5225,劲仔食品,003000,12.98,-4.07%,-0.55,10.45万,1.37亿,4.14%
5226,新天地,301277,11.99,-4.08%,-0.51,13.29万,1.59亿,4.80%
5227,华侨城Ａ,000069,2.35,-4.08%,-0.1,64.00万,1.52亿,4.49%
5228,博众精工,688097,24.89,-4.08%,-1.06,5.07万,1.26亿,3.35%
5229,恒工精密,301261,82.26,-4.09%,-3.51,2.89万,2.38亿,6.83%
5230,珠海中富,000659,3.28,-4.09%,-0.14,20.18万,6710.85万,5.26%
5231,华昌化工,002274,7.26,-4.10%,-0.31,11.55万,8375.94万,3.43%
5232,粤宏远Ａ,000573,3.98,-4.10%,-0.17,20.53万,8215.44万,3.86%
5233,煌上煌,002695,9.59,-4.10%,-0.41,9.31万,9009.38万,4.50%
5234,神州泰岳,300002,10.99,-4.10%,-0.47,58.09万,6.38亿,2.62%
5235,道道全,002852,8.83,-4.13%,-0.38,8.17万,7283.52万,4.45%
5236,宇新股份,002986,10.21,-4.13%,-0.44,4.26万,4338.80万,4.60%
5237,华泰股份,600308,3.48,-4.13%,-0.15,34.50万,1.22亿,4.96%
5238,向日葵,300111,2.78,-4.14%,-0.12,12.27万,3450.70万,4.48%
5239,善水科技,301190,20.14,-4.14%,-0.87,3.55万,7184.15万,4.81%
5240,锦富技术,300128,5.08,-4.15%,-0.22,19.98万,1.03亿,4.15%
5241,西上海,605151,15.2,-4.16%,-0.66,1.23万,1894.86万,6.12%
5242,新疆天业,600075,4.14,-4.17%,-0.18,10.27万,4292.73万,4.63%
5243,福建金森,002679,8.03,-4.18%,-0.35,3.64万,2934.41万,5.01%
5244,外高桥,600648,11.46,-4.18%,-0.5,7.46万,8636.70万,4.18%
5245,湘财股份,600095,8.02,-4.18%,-0.35,85.97万,6.99亿,6.09%
5246,通力科技,301255,37.35,-4.18%,-1.63,1.45万,5468.34万,5.28%
5247,华阳国际,002949,12.83,-4.18%,-0.56,3.75万,4855.36万,6.12%
5248,禾信仪器,688622,76.58,-4.19%,-3.35,3686,2872.83万,4.54%
5249,富安娜,002327,8,-4.19%,-0.35,8.43万,6699.21万,4.91%
5250,昊帆生物,301393,46.34,-4.20%,-2.03,2.15万,9935.55万,4.24%
5251,博众精工,688097,24.86,-4.20%,-1.09,5.07万,1.26亿,3.35%
5252,博闻科技,600883,7.06,-4.21%,-0.31,3.32万,2371.90万,4.21%
5253,中超控股,002471,2.73,-4.21%,-0.12,53.43万,1.49亿,6.32%
5254,联得装备,300545,27.95,-4.22%,-1.23,3.59万,1.01亿,5.14%
5255,通光线缆,300265,7.49,-4.22%,-0.33,10.32万,7815.52万,4.09%
5256,华昌化工,002274,7.25,-4.23%,-0.32,11.64万,8444.04万,3.43%
5257,国恩股份,002768,25.57,-4.23%,-1.13,6.15万,1.57亿,4.19%
5258,国投智能,300188,13.12,-4.23%,-0.58,12.73万,1.68亿,3.21%
5259,科达利,002850,128.8,-4.24%,-5.7,2.92万,3.79亿,3.90%
5260,宁波东力,002164,7.45,-4.24%,-0.33,29.84万,2.25亿,5.01%
5261,神思电子,300479,18.77,-4.28%,-0.84,5.48万,1.04亿,3.98%
5262,千味央厨,001215,25.92,-4.28%,-1.16,2.13万,5539.90万,2.73%
5263,通力科技,301255,37.31,-4.28%,-1.67,1.45万,5472.82万,5.28%
5264,九华旅游,603199,37.69,-4.29%,-1.69,4.11万,1.56亿,3.56%
5265,爱乐达,300696,17.15,-4.30%,-0.77,8.79万,1.52亿,4.30%
5266,洁雅股份,301108,26.05,-4.30%,-1.17,1.52万,3967.54万,4.00%
5267,伟星新材,002372,11.73,-4.32%,-0.53,8.40万,9930.27万,3.02%
5268,铁拓机械,873706,18.32,-4.33%,-0.83,1.66万,3056.98万,3.55%
5269,*ST中地,000736,3.75,-4.34%,-0.17,20.37万,7732.29万,4.34%
5270,海立股份,600619,11.02,-4.34%,-0.5,25.46万,2.83亿,4.51%
5271,优利德,688628,35.01,-4.34%,-1.59,9480,3349.13万,4.26%
5272,C天有,603202,103.21,-4.35%,-4.69,4.33万,4.48亿,3.67%
5273,尚纬股份,603333,5.28,-4.35%,-0.24,12.76万,6837.05万,5.62%
5274,ST香雪,300147,5.71,-4.36%,-0.26,13.54万,7746.19万,4.69%
5275,天目湖,603136,11.85,-4.36%,-0.54,7.76万,9276.27万,5.08%
5276,红棉股份,000523,3.29,-4.36%,-0.15,20.06万,6646.33万,4.94%
5277,龙大美食,002726,5.7,-4.36%,-0.26,14.32万,8238.29万,5.03%
5278,南华生物,000504,5.7,-4.36%,-0.26,12.66万,7069.38万,5.87%
5279,建霖家居,603408,10.95,-4.37%,-0.5,2.73万,3033.70万,4.37%
5280,恒宝股份,002104,8.1,-4.37%,-0.37,65.30万,5.34亿,4.60%
5281,金杯汽车,600609,5.24,-4.38%,-0.24,16.72万,8875.73万,4.74%
5282,长鸿高科,605008,15.92,-4.38%,-0.73,3.42万,5525.72万,5.29%
5283,国芳集团,601086,11.98,-4.39%,-0.55,45.04万,5.25亿,8.70%
5284,先达股份,603086,7.82,-4.40%,-0.36,87.46万,7.05亿,10.64%
5285,*ST鹏博,600804,0.65,-4.41%,-0.03,9.00万,584.93万,0.00%
5286,格林达,603931,28.59,-4.41%,-1.32,1.98万,5669.94万,4.21%
5287,蒙草生态,300355,4.11,-4.42%,-0.19,38.44万,1.59亿,3.72%
5288,钒钛股份,000629,2.59,-4.43%,-0.12,71.19万,1.86亿,4.06%
5289,雄塑科技,300599,7.55,-4.43%,-0.35,10.98万,8434.41万,7.34%
5290,天晟新材,300169,6.47,-4.43%,-0.3,10.45万,6835.79万,4.28%
5291,丰林集团,601996,1.94,-4.43%,-0.09,10.91万,2137.38万,3.94%
5292,天目湖,603136,11.84,-4.44%,-0.55,7.76万,9284.32万,5.08%
5293,锦和商管,603682,5.15,-4.45%,-0.24,16.26万,8458.00万,5.94%
5294,信达地产,600657,4.29,-4.45%,-0.2,27.90万,1.21亿,4.68%
5295,盘江股份,600395,4.5,-4.46%,-0.21,19.21万,8625.15万,1.49%
5296,新城控股,601155,13.07,-4.46%,-0.61,18.06万,2.37亿,5.99%
5297,大晟文化,600892,2.57,-4.46%,-0.12,13.82万,3537.42万,2.97%
5298,波导股份,600130,2.57,-4.46%,-0.12,22.21万,5784.04万,5.20%
5299,恒宝股份,002104,8.09,-4.49%,-0.38,65.30万,5.34亿,4.60%
5300,中 关 村,000931,4.67,-4.50%,-0.22,14.37万,6761.64万,4.50%
5301,中 关 村,000931,4.67,-4.50%,-0.22,14.37万,6762.57万,4.50%
5302,渤海化学,600800,3.17,-4.52%,-0.15,49.86万,1.57亿,5.72%
5303,得利斯,002330,4.22,-4.52%,-0.2,12.76万,5420.39万,4.98%
5304,长江投资,600119,7.56,-4.55%,-0.36,9.16万,6981.83万,3.54%
5305,舒泰神,300204,11.13,-4.55%,-0.53,20.65万,2.27亿,6.60%
5306,纬达光电,873001,20.1,-4.56%,-0.96,1.45万,2925.88万,3.70%
5307,嘉事堂,002462,11.92,-4.56%,-0.57,4.55万,5423.25万,1.44%
5308,皖通科技,002331,7.11,-4.56%,-0.34,7.94万,5684.56万,4.43%
5309,集泰股份,002909,5.43,-4.57%,-0.26,10.14万,5550.49万,6.85%
5310,迪瑞医疗,300396,12.71,-4.58%,-0.61,4.04万,5201.60万,2.78%
5311,昌红科技,300151,12.71,-4.58%,-0.61,8.10万,1.03亿,3.90%
5312,盈方微,000670,6.66,-4.58%,-0.32,38.54万,2.59亿,3.58%
5313,沙河股份,000014,10.19,-4.59%,-0.49,5.76万,5893.78万,6.37%
5314,赛微微电,688325,44.08,-4.59%,-2.12,8598,3843.56万,5.37%
5315,荣安地产,000517,1.87,-4.59%,-0.09,25.37万,4790.18万,5.10%
5316,金城医药,300233,15.57,-4.60%,-0.75,24.24万,3.80亿,4.78%
5317,倍轻松,688793,28,-4.60%,-1.35,2.80万,7852.82万,7.33%
5318,建研院,603183,3.94,-4.60%,-0.19,12.86万,5117.61万,3.15%
5319,深中华A,000017,6.42,-4.61%,-0.31,34.31万,2.24亿,4.75%
5320,孩子王,301078,12.83,-4.61%,-0.62,41.68万,5.40亿,5.95%
5321,深中华A,000017,6.42,-4.61%,-0.31,34.31万,2.24亿,4.75%
5322,欧派家居,603833,63.7,-4.61%,-3.08,2.62万,1.68亿,6.36%
5323,鲁西化工,000830,10.93,-4.62%,-0.53,23.43万,2.55亿,2.53%
5324,琏升科技,300051,6.39,-4.63%,-0.31,9.33万,5986.52万,5.52%
5325,神雾节能,000820,2.06,-4.63%,-0.1,7.32万,1525.86万,7.41%
5326,云南城投,600239,2.47,-4.63%,-0.12,45.22万,1.12亿,5.02%
5327,志邦家居,603801,10.88,-4.65%,-0.53,4.84万,5320.11万,4.82%
5328,浩淼科技,831856,24.4,-4.65%,-1.19,4.09万,1.02亿,9.34%
5329,东风科技,600081,13.28,-4.67%,-0.65,11.00万,1.47亿,4.81%
5330,盘江股份,600395,4.49,-4.67%,-0.22,19.21万,8625.28万,1.49%
5331,曲美家居,603818,2.65,-4.68%,-0.13,12.58万,3374.01万,5.04%
5332,ST花王,603007,4.28,-4.68%,-0.21,9.67万,4209.28万,5.57%
5333,孩子王,301078,12.82,-4.68%,-0.63,41.70万,5.40亿,5.95%
5334,朝阳科技,002981,21.36,-4.69%,-1.05,3.51万,7553.46万,4.60%
5335,中 关 村,000931,4.66,-4.70%,-0.23,14.37万,6762.76万,4.50%
5336,尚纬股份,603333,5.26,-4.71%,-0.26,12.89万,6905.18万,5.62%
5337,青达环保,688501,24.87,-4.71%,-1.23,7.22万,1.70亿,17.85%
5338,丽江股份,002033,8.89,-4.72%,-0.44,19.48万,1.75亿,4.72%
5339,*ST九有,600462,1.01,-4.72%,-0.05,6031,60.91万,0.00%
5340,富春环保,002479,5.44,-4.73%,-0.27,47.75万,2.62亿,4.90%
5341,澳洋健康,002172,3.41,-4.75%,-0.17,25.31万,8726.49万,4.75%
5342,信隆健康,002105,7.01,-4.76%,-0.35,14.58万,1.04亿,5.03%
5343,依依股份,001206,17.81,-4.76%,-0.89,6.21万,1.12亿,4.01%
5344,海波重科,300517,9,-4.76%,-0.45,3.03万,2754.70万,4.97%
5345,大悦城,000031,2.6,-4.76%,-0.13,24.84万,6511.78万,5.49%
5346,京山轻机,000821,10.59,-4.77%,-0.53,11.75万,1.25亿,3.78%
5347,空港股份,600463,8.19,-4.77%,-0.41,2.03万,1681.22万,5.12%
5348,新里程,002219,2.19,-4.78%,-0.11,46.50万,1.01亿,6.52%
5349,康欣新材,600076,1.99,-4.78%,-0.1,14.20万,2863.12万,5.26%
5350,旭杰科技,836149,12.13,-4.79%,-0.61,1.37万,1671.91万,6.28%
5351,保利发展,600048,8.34,-4.79%,-0.42,129.67万,10.92亿,3.88%
5352,*ST天龙,300029,4.56,-4.80%,-0.23,1.78万,818.38万,5.43%
5353,华维设计,833427,12.68,-4.80%,-0.64,2.03万,2573.10万,4.88%
5354,合肥城建,002208,6.34,-4.80%,-0.32,10.82万,6935.84万,3.90%
5355,灿芯股份,688691,57.24,-4.81%,-2.89,1.91万,1.08亿,4.62%
5356,华峰超纤,300180,7.72,-4.81%,-0.39,142.12万,11.27亿,8.51%
5357,润都股份,002923,11.67,-4.81%,-0.59,14.62万,1.72亿,3.75%
5358,广宇集团,002133,2.57,-4.81%,-0.13,30.14万,7858.07万,4.81%
5359,佳讯飞鸿,300213,7.51,-4.82%,-0.38,18.23万,1.38亿,3.04%
5360,丽江股份,002033,8.88,-4.82%,-0.45,19.49万,1.75亿,4.72%
5361,金杨股份,301210,61.28,-4.83%,-3.11,4.11万,2.53亿,5.64%
5362,*ST恒立,000622,1.97,-4.83%,-0.1,1.80万,353.91万,0.00%
5363,赢合科技,300457,16.33,-4.84%,-0.83,11.65万,1.89亿,2.33%
5364,ST春天,600381,2.95,-4.84%,-0.15,6.41万,1890.92万,0.32%
5365,森萱医药,830946,10.01,-4.85%,-0.51,5.69万,5752.20万,4.18%
5366,光明地产,600708,3.14,-4.85%,-0.16,26.08万,8237.11万,5.45%
5367,宏川智慧,002930,9.22,-4.85%,-0.47,8.50万,7927.89万,3.72%
5368,江波龙,301308,73.69,-4.85%,-3.76,5.57万,4.08亿,3.19%
5369,天新药业,603235,26.45,-4.86%,-1.35,3.44万,9199.87万,6.62%
5370,*ST金比,002762,4.31,-4.86%,-0.22,29.39万,1.27亿,2.21%
5371,凯美特气,002549,8.41,-4.86%,-0.43,49.99万,4.18亿,5.32%
5372,福星股份,000926,2.15,-4.87%,-0.11,27.48万,5971.25万,5.75%
5373,*ST恒久,002808,2.93,-4.87%,-0.15,8.83万,2598.01万,2.60%
5374,万源通,920060,29.47,-4.87%,-1.51,2.20万,6544.87万,5.16%
5375,雷特科技,832110,38.05,-4.88%,-1.95,8132,3123.77万,3.83%
5376,ST宏达,002211,2.73,-4.88%,-0.14,1022,27.90万,0.00%
5377,一致魔芋,839273,59.4,-4.88%,-3.05,2.28万,1.36亿,9.67%
5378,栖霞建设,600533,2.14,-4.89%,-0.11,14.67万,3162.31万,5.33%
5379,信隆健康,002105,7,-4.89%,-0.36,14.58万,1.04亿,5.03%
5380,慕思股份,001323,29.75,-4.89%,-1.53,1.08万,3255.67万,5.27%
5381,信隆健康,002105,7,-4.89%,-0.36,14.58万,1.04亿,5.03%
5382,赢合科技,300457,16.32,-4.90%,-0.84,11.65万,1.89亿,2.33%
5383,兴业科技,002674,9.13,-4.90%,-0.47,2.28万,2084.71万,4.69%
5384,ST元成,603388,3.3,-4.90%,-0.17,4.84万,1601.50万,1.15%
5385,郴电国际,600969,8.15,-4.90%,-0.42,41.39万,3.40亿,6.18%
5386,*ST人乐,002336,3.88,-4.90%,-0.2,951,36.90万,0.00%
5387,中天服务,002188,4.46,-4.90%,-0.23,11.78万,5319.81万,6.40%
5388,*ST佳沃,300268,9.29,-4.91%,-0.48,3.12万,2910.13万,5.83%
5389,保丽洁,832802,20.49,-4.92%,-1.06,1.12万,2287.13万,5.75%
5390,ST华鹏,603021,3.09,-4.92%,-0.16,9062,280.02万,0.00%
5391,漳州发展,000753,5.4,-4.93%,-0.28,46.04万,2.50亿,4.23%
5392,华峰超纤,300180,7.71,-4.93%,-0.4,142.18万,11.27亿,8.51%
5393,骑士乳业,832786,9.83,-4.93%,-0.51,9.72万,9612.74万,5.03%
5394,佳禾食品,605300,13.49,-4.93%,-0.7,5.09万,6836.70万,5.29%
5395,*ST宁科,600165,5.01,-4.93%,-0.26,13.40万,6732.61万,1.71%
5396,东和新材,839792,11.55,-4.94%,-0.6,3.65万,4265.46万,6.91%
5397,绝味食品,603517,15.97,-4.94%,-0.83,13.33万,2.16亿,4.46%
5398,*ST龙宇,603003,4.04,-4.94%,-0.21,2585,104.43万,0.00%
5399,兰州黄河,000929,5.77,-4.94%,-0.3,3.99万,2310.39万,4.61%
5400,方正电机,002196,9.42,-4.94%,-0.49,62.37万,6.02亿,8.38%
5401,青岛食品,001219,13.24,-4.95%,-0.69,5.95万,7995.26万,4.88%
5402,华鹏飞,300350,5.94,-4.96%,-0.31,39.98万,2.40亿,6.08%
5403,*ST高斯,002848,4.97,-4.97%,-0.26,4.45万,2212.94万,0.00%
5404,*ST返利,600228,3.44,-4.97%,-0.18,1378,47.40万,0.00%
5405,金河生物,002688,6.11,-4.98%,-0.32,55.84万,3.44亿,5.13%
5406,凯美特气,002549,8.4,-4.98%,-0.44,50.00万,4.18亿,5.32%
5407,博晖创新,300318,5.9,-4.99%,-0.31,14.45万,8643.67万,4.83%
5408,三友科技,834475,16.16,-5.00%,-0.85,1.45万,2321.29万,6.11%
5409,中科江南,301153,23,-5.00%,-1.21,4.24万,9772.88万,3.30%
5410,绝味食品,603517,15.96,-5.00%,-0.84,13.33万,2.16亿,4.46%
5411,江苏索普,600746,8.73,-5.01%,-0.46,18.77万,1.65亿,5.55%
5412,美埃科技,688376,34.68,-5.01%,-1.83,1.50万,5224.05万,6.08%
5413,*ST赛隆,002898,6.06,-5.02%,-0.32,4.50万,2728.09万,0.00%
5414,ST目药,600671,13.82,-5.02%,-0.73,1.62万,2258.17万,3.99%
5415,XDST盛屯,600711,5.49,-5.02%,-0.29,24.27万,1.33亿,0.00%
5416,ST熊猫,600599,9.64,-5.02%,-0.51,2338,225.38万,0.00%
5417,全新好,000007,6.8,-5.03%,-0.36,20.04万,1.36亿,6.98%
